Key,Value
DE_GGXWDN_NGDP,0
DE_GGX,0
DE_BCA,0
GHA_PPPPC,5517.079
GHA_PPPGDP,168.285
GHA_PCPIE,222.663
GHA_PCPI,214.992
GHA_NGDP_FY,268.625
GHA_NGDPPC,8806.623
GHA_LUR,
GHA_LP,30.503
GHA_GGX_NGDP,22.24
GHA_GGXWDN_NGDP,50.511
GHA_GGX,59.743
GHA_BCA,-2.532
GIB_PPPPC,0
GIB_PPPGDP,0
GIB_PCPIE,0
GIB_PCPI,0
GIB_NGDP_FY,0
GIB_NGDPPC,0
GIB_LUR,0
GIB_LP,0
GIB_GGX_NGDP,0
GIB_GGXWDN_NGDP,0
GIB_GGX,0
GIB_BCA,0
GRC_PPPPC,34594.931
GRC_PPPGDP,377.911
GRC_PCPIE,124.228
GRC_PCPI,126.668
GRC_NGDP_FY,230.591
GRC_NGDPPC,21108.864
GRC_LUR,12.381
GRC_LP,10.924
GRC_GGX_NGDP,39.386
GRC_GGXWDN_NGDP,122.025
GRC_GGX,90.82
GRC_BCA,2.529
GRL_PPPPC,0
GRL_PPPGDP,0
GRL_PCPIE,0
GRL_PCPI,0
GRL_NGDP_FY,0
GRL_NGDPPC,0
GRL_LUR,0
GRL_LP,0
GRL_GGX_NGDP,0
GRL_GGXWDN_NGDP,0
GRL_GGX,0
GRL_BCA,0
GRD_PPPPC,14839.397
GRD_PPPGDP,1.602
GRD_PCPIE,118.228
GRD_PCPI,117.724
GRD_NGDP_FY,3.059
GRD_NGDPPC,28329.172
GRD_LUR,
GRD_LP,0.108
GRD_GGX_NGDP,26.012
GRD_GGXWDN_NGDP,85.178
GRD_GGX,0.796
GRD_BCA,-0.185
GLP_PPPPC,0
GLP_PPPGDP,0
GLP_PCPIE,0
GLP_PCPI,0
GLP_NGDP_FY,0
GLP_NGDPPC,0
GLP_LUR,0
GLP_LP,0
GLP_GGX_NGDP,0
GLP_GGXWDN_NGDP,0
GLP_GGX,0
GLP_BCA,0
GUM_PPPPC,0
GUM_PPPGDP,0
GUM_PCPIE,0
GUM_PCPI,0
GUM_NGDP_FY,0
GUM_NGDPPC,0
GUM_LUR,0
GUM_LP,0
GUM_GGX_NGDP,0
GUM_GGXWDN_NGDP,0
GUM_GGX,0
GUM_BCA,0
GTM_PPPPC,9040.435
GTM_PPPGDP,166.378
GTM_PCPIE,147.099
GTM_PCPI,144.27
GTM_NGDP_FY,728.459
GTM_NGDPPC,39582.036
GTM_LUR,
GTM_LP,18.404
GTM_GGX_NGDP,13.653
GTM_GGXWDN_NGDP,
GTM_GGX,99.453
GTM_BCA,-2.254
GGY_PPPPC,0
GGY_PPPGDP,0
GGY_PCPIE,0
GGY_PCPI,0
GGY_NGDP_FY,0
GGY_NGDPPC,0
GGY_LUR,0
GGY_LP,0
GGY_GGX_NGDP,0
GGY_GGXWDN_NGDP,0
GGY_GGX,0
GGY_BCA,0
GIN_PPPPC,1803.056
GIN_PPPGDP,23.844
GIN_PCPIE,2053.245
GIN_PCPI,1992.12
GIN_NGDP_FY,113771.806
GIN_NGDPPC,8603195.642
GIN_LUR,
GIN_LP,13.224
GIN_GGX_NGDP,22.736
GIN_GGXWDN_NGDP,14.603
GIN_GGX,25867.411
GIN_BCA,-4.589
GNB_PPPPC,1770.496
GNB_PPPGDP,3.522
GNB_PCPIE,119.858
GNB_PCPI,121.525
GNB_NGDP_FY,730.541
GNB_NGDPPC,367279.185
GNB_LUR,
GNB_LP,1.989
GNB_GGX_NGDP,27.011
GNB_GGXWDN_NGDP,
GNB_GGX,197.33
GNB_BCA,-0.027
GUY_PPPPC,9391.902
GUY_PPPGDP,7.646
GUY_PCPIE,138.629
GUY_PCPI,136.386
GUY_NGDP_FY,952.377
GUY_NGDPPC,1169832.243
GUY_LUR,
GUY_LP,0.814
GUY_GGX_NGDP,26.119
GUY_GGXWDN_NGDP,61.421
GUY_GGX,248.756
GUY_BCA,-0.435
HTI_PPPPC,2229.752
HTI_PPPGDP,25.17
HTI_PCPIE,271.677
HTI_PCPI,265.654
HTI_NGDP_FY,663.498
HTI_NGDPPC,58777.467
HTI_LUR,
HTI_LP,11.288
HTI_GGX_NGDP,23.609
HTI_GGXWDN_NGDP,
HTI_GGX,156.642
HTI_BCA,-0.416
HMD_PPPPC,0
HMD_PPPGDP,0
HMD_PCPIE,0
HMD_PCPI,0
HMD_NGDP_FY,0
HMD_NGDPPC,0
HMD_LUR,0
HMD_LP,0
HMD_GGX_NGDP,0
HMD_GGXWDN_NGDP,0
HMD_GGX,0
HMD_BCA,0
VAT_PPPPC,0
VAT_PPPGDP,0
VAT_PCPIE,0
VAT_PCPI,0
VAT_NGDP_FY,0
VAT_NGDPPC,0
VAT_LUR,0
VAT_LP,0
VAT_GGX_NGDP,0
VAT_GGXWDN_NGDP,0
VAT_GGX,0
VAT_BCA,0
HND_PPPPC,5754.393
HND_PPPGDP,53.702
HND_PCPIE,380.846
HND_PCPI,371.651
HND_NGDP_FY,659.121
HND_NGDPPC,70627.652
HND_LUR,4.5
HND_LP,9.332
HND_GGX_NGDP,27.244
HND_GGXWDN_NGDP,
HND_GGX,179.569
HND_BCA,-1.178
HKG_PPPPC,71194.733
HKG_PPPGDP,535.609
HKG_PCPIE,151.104
HKG_PCPI,147.155
HKG_NGDP_FY,3454.604
HKG_NGDPPC,451191.381
HKG_LUR,2.745
HKG_LP,7.523
HKG_GGX_NGDP,16.289
HKG_GGXWDN_NGDP,
HKG_GGX,562.735
HKG_BCA,13.748
HUN_PPPPC,32031.46
HUN_PPPGDP,312.597
HUN_PCPIE,167.666
HUN_PCPI,128.198
HUN_NGDP_FY,42762.155
HUN_NGDPPC,4381787.146
HUN_LUR,6.664
HUN_LP,9.759
HUN_GGX_NGDP,48.862
HUN_GGXWDN_NGDP,68.806
HUN_GGX,20894.562
HUN_BCA,1.985
ISL_PPPPC,54712.314
ISL_PPPGDP,18.738
ISL_PCPIE,269.329
ISL_PCPI,268.119
ISL_NGDP_FY,2754.463
ISL_NGDPPC,8042837.212
ISL_LUR,4.0
ISL_LP,0.342
ISL_GGX_NGDP,40.713
ISL_GGXWDN_NGDP,37.419
ISL_GGX,1121.415
ISL_BCA,0.535
IND_PPPPC,9327.532
IND_PPPGDP,12708.363
IND_PCPIE,342.053
IND_PCPI,339.582
IND_NGDP_FY,259616.847
IND_NGDPPC,190550.463
IND_LUR,
IND_LP,1362.457
IND_GGX_NGDP,26.484
IND_GGXWDN_NGDP,
IND_GGX,68755.636
IND_BCA,-89.647
IDN_PPPPC,15177.483
IDN_PPPGDP,4155.459
IDN_PCPIE,157.31
IDN_PCPI,154.202
IDN_NGDP_FY,20081553.481
IDN_NGDPPC,73346274.685
IDN_LUR,5.5
IDN_LP,273.791
IDN_GGX_NGDP,17.964
IDN_GGXWDN_NGDP,
IDN_GGX,3607365.76
IDN_BCA,-33.849
IRN_PPPPC,19291.56
IRN_PPPGDP,1624.068
IRN_PCPIE,555.245
IRN_PCPI,519.071
IRN_NGDP_FY,29064318.416
IRN_NGDPPC,345241770.729
IRN_LUR,14.824
IRN_LP,84.185
IRN_GGX_NGDP,14.06
IRN_GGXWDN_NGDP,6.308
IRN_GGX,4086366.355
IRN_BCA,0.136
IRQ_PPPPC,20265.916
IRQ_PPPGDP,865.036
IRQ_PCPIE,175.786
IRQ_PCPI,174.257
IRQ_NGDP_FY,354910.965
IRQ_NGDPPC,8314791.344
IRQ_LUR,
IRQ_LP,42.684
IRQ_GGX_NGDP,43.881
IRQ_GGXWDN_NGDP,
IRQ_GGX,155739.234
IRQ_BCA,7.692
IRL_PPPPC,61681.098
IRL_PPPGDP,299.047
IRL_PCPIE,118.165
IRL_PCPI,119.597
IRL_NGDP_FY,239.343
IRL_NGDPPC,49366.583
IRL_LUR,7.059
IRL_LP,4.848
IRL_GGX_NGDP,30.929
IRL_GGXWDN_NGDP,71.73
IRL_GGX,74.027
IRL_BCA,13.694
IMN_PPPPC,0
IMN_PPPGDP,0
IMN_PCPIE,0
IMN_PCPI,0
IMN_NGDP_FY,0
IMN_NGDPPC,0
IMN_LUR,0
IMN_LP,0
IMN_GGX_NGDP,0
IMN_GGXWDN_NGDP,0
IMN_GGX,0
IMN_BCA,0
ISR_PPPPC,38870.768
ISR_PPPGDP,358.138
ISR_PCPIE,111.398
ISR_PCPI,110.311
ISR_NGDP_FY,1449.841
ISR_NGDPPC,157359.326
ISR_LUR,5.523
ISR_LP,9.214
ISR_GGX_NGDP,40.564
ISR_GGXWDN_NGDP,61.166
ISR_GGX,588.108
ISR_BCA,11.872
ITA_PPPPC,40767.647
ITA_PPPGDP,2503.671
ITA_PCPIE,127.176
ITA_PCPI,126.028
ITA_NGDP_FY,1821.08
ITA_NGDPPC,29652.924
ITA_LUR,11.0
ITA_LP,61.413
ITA_GGX_NGDP,48.49
ITA_GGXWDN_NGDP,102.306
ITA_GGX,883.036
ITA_BCA,12.402
JAM_PPPPC,10672.831
JAM_PPPGDP,30.853
JAM_PCPIE,596.723
JAM_PCPI,597.265
JAM_NGDP_FY,2648.712
JAM_NGDPPC,897385.257
JAM_LUR,15.275
JAM_LP,2.891
JAM_GGX_NGDP,23.251
JAM_GGXWDN_NGDP,
JAM_GGX,615.841
JAM_BCA,-0.583
JPN_PPPPC,44405.523
JPN_PPPGDP,5521.726
JPN_PCPIE,111.447
JPN_PCPI,110.816
JPN_NGDP_FY,534397.096
JPN_NGDPPC,4297602.679
JPN_LUR,3.734
JPN_LP,124.348
JPN_GGX_NGDP,39.763
JPN_GGXWDN_NGDP,138.685
JPN_GGX,212490.754
JPN_BCA,114.223
JEY_PPPPC,0
JEY_PPPGDP,0
JEY_PCPIE,0
JEY_PCPI,0
JEY_NGDP_FY,0
JEY_NGDPPC,0
JEY_LUR,0
JEY_LP,0
JEY_GGX_NGDP,0
JEY_GGXWDN_NGDP,0
JEY_GGX,0
JEY_BCA,0
JOR_PPPPC,15005.219
JOR_PPPGDP,114.296
JOR_PCPIE,134.238
JOR_PCPI,132.453
JOR_NGDP_FY,38.206
JOR_NGDPPC,5015.775
JOR_LUR,11.9
JOR_LP,7.617
JOR_GGX_NGDP,29.852
JOR_GGXWDN_NGDP,67.574
JOR_GGX,11.405
JOR_BCA,-2.506
KAZ_PPPPC,30595.427
KAZ_PPPGDP,582.72
KAZ_PCPIE,414.406
KAZ_PCPI,403.935
KAZ_NGDP_FY,63342.113
KAZ_NGDPPC,3325744.608
KAZ_LUR,5.225
KAZ_LP,19.046
KAZ_GGX_NGDP,21.837
KAZ_GGXWDN_NGDP,-13.81
KAZ_GGX,13832.139
KAZ_BCA,-1.159
KEN_PPPPC,4385.175
KEN_PPPGDP,219.931
KEN_PCPIE,366.317
KEN_PCPI,371.864
KEN_NGDP_FY,11340.966
KEN_NGDPPC,226125.801
KEN_LUR,
KEN_LP,50.153
KEN_GGX_NGDP,26.292
KEN_GGXWDN_NGDP,45.312
KEN_GGX,2981.776
KEN_BCA,-7.779
KIR_PPPPC,1970.666
KIR_PPPGDP,0.236
KIR_PCPIE,132.338
KIR_PCPI,131.03
KIR_NGDP_FY,0.243
KIR_NGDPPC,2033.663
KIR_LUR,
KIR_LP,0.12
KIR_GGX_NGDP,74.445
KIR_GGXWDN_NGDP,
KIR_GGX,0.181
KIR_BCA,-0.024
PRK_PPPPC,0
PRK_PPPGDP,0
PRK_PCPIE,0
PRK_PCPI,0
PRK_NGDP_FY,0
PRK_NGDPPC,0
PRK_LUR,0
PRK_LP,0
PRK_GGX_NGDP,0
PRK_GGXWDN_NGDP,0
PRK_GGX,0
PRK_BCA,0
KOR_PPPPC,47134.483
KOR_PPPGDP,2438.75
KOR_PCPIE,129.658
KOR_PCPI,127.742
KOR_NGDP_FY,2074708.125
KOR_NGDPPC,40098533.109
KOR_LUR,3.3
KOR_LP,51.74
KOR_GGX_NGDP,19.857
KOR_GGXWDN_NGDP,37.378
KOR_GGX,411979.417
KOR_BCA,73.371
KWT_PPPPC,78375.527
KWT_PPPGDP,369.599
KWT_PCPIE,217.541
KWT_PCPI,207.741
KWT_NGDP_FY,55.44
KWT_NGDPPC,11756.28
KWT_LUR,2.072
KWT_LP,4.716
KWT_GGX_NGDP,49.987
KWT_GGXWDN_NGDP,
KWT_GGX,27.712
KWT_BCA,28.831
KGZ_PPPPC,4524.562
KGZ_PPPGDP,27.377
KGZ_PCPIE,435.259
KGZ_PCPI,412.676
KGZ_NGDP_FY,750.9
KGZ_NGDPPC,124101.733
KGZ_LUR,7.189
KGZ_LP,6.051
KGZ_GGX_NGDP,34.319
KGZ_GGXWDN_NGDP,
KGZ_GGX,257.705
KGZ_BCA,-0.957
LAO_PPPPC,7635.772
LAO_PPPGDP,58.972
LAO_PCPIE,350.631
LAO_PCPI,320.456
LAO_NGDP_FY,194348.943
LAO_NGDPPC,25901869.481
LAO_LUR,
LAO_LP,7.723
LAO_GGX_NGDP,28.341
LAO_GGXWDN_NGDP,
LAO_GGX,55080.523
LAO_BCA,-2.892
LVA_PPPPC,32990.822
LVA_PPPGDP,65.858
LVA_PCPIE,164.972
LVA_PCPI,164.599
LVA_NGDP_FY,33.315
LVA_NGDPPC,16688.605
LVA_LUR,9.263
LVA_LP,1.996
LVA_GGX_NGDP,33.176
LVA_GGXWDN_NGDP,29.474
LVA_GGX,11.053
LVA_BCA,-0.944
LBN_PPPPC,22733.284
LBN_PPPGDP,108.587
LBN_PCPIE,154.071
LBN_PCPI,153.98
LBN_NGDP_FY,108105.657
LBN_NGDPPC,22632533.689
LBN_LUR,
LBN_LP,4.777
LBN_GGX_NGDP,31.242
LBN_GGXWDN_NGDP,137.404
LBN_GGX,33773.944
LBN_BCA,-10.947
LSO_PPPPC,4129.559
LSO_PPPGDP,8.011
LSO_PCPIE,166.687
LSO_PCPI,162.719
LSO_NGDP_FY,41.935
LSO_NGDPPC,21617.887
LSO_LUR,
LSO_LP,1.94
LSO_GGX_NGDP,59.369
LSO_GGXWDN_NGDP,29.934
LSO_GGX,24.896
LSO_BCA,-0.681
LBR_PPPPC,1244.74
LBR_PPPGDP,6.022
LBR_PCPIE,546.464
LBR_PCPI,536.474
LBR_NGDP_FY,3.586
LBR_NGDPPC,741.242
LBR_LUR,
LBR_LP,4.838
LBR_GGX_NGDP,26.666
LBR_GGXWDN_NGDP,24.646
LBR_GGX,0.956
LBR_BCA,-1.04
LBY_PPPPC,31285.722
LBY_PPPGDP,212.4
LBY_PCPIE,202.596
LBY_PCPI,203.528
LBY_NGDP_FY,107.479
LBY_NGDPPC,15831.315
LBY_LUR,
LBY_LP,6.789
LBY_GGX_NGDP,69.837
LBY_GGXWDN_NGDP,46.044
LBY_GGX,75.06
LBY_BCA,-1.233
LIE_PPPPC,0
LIE_PPPGDP,0
LIE_PCPIE,0
LIE_PCPI,0
LIE_NGDP_FY,0
LIE_NGDPPC,0
LIE_LUR,0
LIE_LP,0
LIE_GGX_NGDP,0
LIE_GGXWDN_NGDP,0
LIE_GGX,0
LIE_BCA,0
LTU_PPPPC,37809.01
LTU_PPPGDP,108.022
LTU_PCPIE,156.621
LTU_PCPI,156.029
LTU_NGDP_FY,50.607
LTU_NGDPPC,17713.118
LTU_LUR,10.5
LTU_LP,2.857
LTU_GGX_NGDP,33.917
LTU_GGXWDN_NGDP,20.137
LTU_GGX,17.165
LTU_BCA,-1.401
LUX_PPPPC,102939.719
LUX_PPPGDP,65.44
LUX_PCPIE,137.626
LUX_PCPI,136.249
LUX_NGDP_FY,59.808
LUX_NGDPPC,94080.43
LUX_LUR,6.189
LUX_LP,0.636
LUX_GGX_NGDP,43.939
LUX_GGXWDN_NGDP,
LUX_GGX,26.279
LUX_BCA,3.032
MAC_PPPPC,0
MAC_PPPGDP,0
MAC_PCPIE,0
MAC_PCPI,0
MAC_NGDP_FY,0
MAC_NGDPPC,0
MAC_LUR,0
MAC_LP,0
MAC_GGX_NGDP,0
MAC_GGXWDN_NGDP,0
MAC_GGX,0
MAC_BCA,0
MDG_PPPPC,1811.301
MDG_PPPGDP,50.351
MDG_PCPIE,504.883
MDG_PCPI,492.782
MDG_NGDP_FY,49021.059
MDG_NGDPPC,1763474.33
MDG_LUR,3.6
MDG_LP,27.798
MDG_GGX_NGDP,17.85
MDG_GGXWDN_NGDP,
MDG_GGX,8750.276
MDG_BCA,-0.588
MWI_PPPPC,1025.51
MWI_PPPGDP,21.406
MWI_PCPIE,1168.253
MWI_PCPI,1099.312
MWI_NGDP_FY,4168.132
MWI_NGDPPC,199689.506
MWI_LUR,
MWI_LP,20.873
MWI_GGX_NGDP,33.055
MWI_GGXWDN_NGDP,27.162
MWI_GGX,1377.773
MWI_BCA,-0.126
MYS_PPPPC,33060.601
MYS_PPPGDP,1106.955
MYS_PCPIE,133.106
MYS_PCPI,131.539
MYS_NGDP_FY,1702.092
MYS_NGDPPC,50835.122
MYS_LUR,3.0
MYS_LP,33.483
MYS_GGX_NGDP,25.782
MYS_GGXWDN_NGDP,
MYS_GGX,438.84
MYS_BCA,7.727
MDV_PPPPC,18842.847
MDV_PPPGDP,7.123
MDV_PCPIE,272.73
MDV_PCPI,216.574
MDV_NGDP_FY,69.657
MDV_NGDPPC,184271.012
MDV_LUR,
MDV_LP,0.378
MDV_GGX_NGDP,41.853
MDV_GGXWDN_NGDP,82.053
MDV_GGX,29.154
MDV_BCA,-0.207
MLI_PPPPC,2167.98
MLI_PPPGDP,41.353
MLI_PCPIE,166.896
MLI_PCPI,166.489
MLI_NGDP_FY,9197.985
MLI_NGDPPC,482219.903
MLI_LUR,
MLI_LP,19.074
MLI_GGX_NGDP,26.863
MLI_GGXWDN_NGDP,32.444
MLI_GGX,2470.852
MLI_BCA,-1.06
MLT_PPPPC,42829.365
MLT_PPPGDP,18.416
MLT_PCPIE,131.517
MLT_PCPI,132.531
MLT_NGDP_FY,10.313
MLT_NGDPPC,23985.646
MLT_LUR,6.5
MLT_LP,0.43
MLT_GGX_NGDP,42.551
MLT_GGXWDN_NGDP,
MLT_GGX,4.388
MLT_BCA,0.415
MHL_PPPPC,3743.536
MHL_PPPGDP,0.224
MHL_PCPIE,169.221
MHL_PCPI,167.698
MHL_NGDP_FY,0.229
MHL_NGDPPC,3833.9
MHL_LUR,
MHL_LP,0.06
MHL_GGX_NGDP,57.435
MHL_GGXWDN_NGDP,
MHL_GGX,0.132
MHL_BCA,-0.023
MTQ_PPPPC,0
MTQ_PPPGDP,0
MTQ_PCPIE,0
MTQ_PCPI,0
MTQ_NGDP_FY,0
MTQ_NGDPPC,0
MTQ_LUR,0
MTQ_LP,0
MTQ_GGX_NGDP,0
MTQ_GGXWDN_NGDP,0
MTQ_GGX,0
MTQ_BCA,0
MRT_PPPPC,5843.227
MRT_PPPGDP,24.372
MRT_PCPIE,196.963
MRT_PCPI,211.488
MRT_NGDP_FY,2580.616
MRT_NGDPPC,618702.535
MRT_LUR,
MRT_LP,4.171
MRT_GGX_NGDP,26.461
MRT_GGXWDN_NGDP,
MRT_GGX,682.852
MRT_BCA,-1.804
MUS_PPPPC,25284.152
MUS_PPPGDP,31.859
MUS_PCPIE,234.053
MUS_PCPI,244.453
MUS_NGDP_FY,567.952
MUS_NGDPPC,467720.572
MUS_LUR,8.134
MUS_LP,1.26
MUS_GGX_NGDP,24.506
MUS_GGXWDN_NGDP,56.299
MUS_GGX,139.18
MUS_BCA,-1.116
MYT_PPPPC,0
MYT_PPPGDP,0
MYT_PCPIE,0
MYT_PCPI,0
MYT_NGDP_FY,0
MYT_NGDPPC,0
MYT_LUR,0
MYT_LP,0
MYT_GGX_NGDP,0
MYT_GGXWDN_NGDP,0
MYT_GGX,0
MYT_BCA,0
MEX_PPPPC,22817.768
MEX_PPPGDP,2924.975
MEX_PCPIE,138.69
MEX_PCPI,135.856
MEX_NGDP_FY,25201.084
MEX_NGDPPC,196593.956
MEX_LUR,3.766
MEX_LP,128.188
MEX_GGX_NGDP,24.745
MEX_GGXWDN_NGDP,43.128
MEX_GGX,6236.044
MEX_BCA,-38.077
FSM_PPPPC,3516.989
FSM_PPPGDP,0.365
FSM_PCPIE,140.386
FSM_PCPI,140.643
FSM_NGDP_FY,0.354
FSM_NGDPPC,3411.999
FSM_LUR,
FSM_LP,0.104
FSM_GGX_NGDP,56.978
FSM_GGXWDN_NGDP,
FSM_GGX,0.202
FSM_BCA,-0.012
MDA_PPPPC,6551.363
MDA_PPPGDP,23.306
MDA_PCPIE,26509.728
MDA_PCPI,57670.061
MDA_NGDP_FY,183.172
MDA_NGDPPC,51490.756
MDA_LUR,4.0
MDA_LP,3.557
MDA_GGX_NGDP,40.704
MDA_GGXWDN_NGDP,58.438
MDA_GGX,74.558
MDA_BCA,-0.39
MCO_PPPPC,0
MCO_PPPGDP,0
MCO_PCPIE,0
MCO_PCPI,0
MCO_NGDP_FY,0
MCO_NGDPPC,0
MCO_LUR,0
MCO_LP,0
MCO_GGX_NGDP,0
MCO_GGXWDN_NGDP,0
MCO_GGX,0
MCO_BCA,0
MNG_PPPPC,16825.655
MNG_PPPGDP,53.823
MNG_PCPIE,231.371
MNG_PCPI,226.117
MNG_NGDP_FY,44300.066
MNG_NGDPPC,13848770.462
MNG_LUR,9.106
MNG_LP,3.199
MNG_GGX_NGDP,29.869
MNG_GGXWDN_NGDP,
MNG_GGX,13232.08
MNG_BCA,-1.032
MNE_PPPPC,19723.218
MNE_PPPGDP,12.454
MNE_PCPIE,280.152
MNE_PCPI,461.92
MNE_NGDP_FY,4.311
MNE_NGDPPC,6827.659
MNE_LUR,
MNE_LP,0.631
MNE_GGX_NGDP,44.162
MNE_GGXWDN_NGDP,
MNE_GGX,1.904
MNE_BCA,-0.938
MSR_PPPPC,0
MSR_PPPGDP,0
MSR_PCPIE,0
MSR_PCPI,0
MSR_NGDP_FY,0
MSR_NGDPPC,0
MSR_LUR,0
MSR_LP,0
MSR_GGX_NGDP,0
MSR_GGXWDN_NGDP,0
MSR_GGX,0
MSR_BCA,0
MAR_PPPPC,10779.049
MAR_PPPGDP,378.474
MAR_PCPIE,128.474
MAR_PCPI,126.701
MAR_NGDP_FY,1383.767
MAR_NGDPPC,39410.101
MAR_LUR,8.535
MAR_LP,35.112
MAR_GGX_NGDP,30.579
MAR_GGXWDN_NGDP,58.229
MAR_GGX,423.138
MAR_BCA,-4.138
MOZ_PPPPC,1864.989
MOZ_PPPGDP,56.981
MOZ_PCPIE,268.814
MOZ_PCPI,268.907
MOZ_NGDP_FY,1231.683
MOZ_NGDPPC,40312.998
MOZ_LUR,
MOZ_LP,30.553
MOZ_GGX_NGDP,31.71
MOZ_GGXWDN_NGDP,
MOZ_GGX,390.567
MOZ_BCA,-13.111
MMR_PPPPC,7959.21
MMR_PPPGDP,427.585
MMR_PCPIE,2808.074
MMR_PCPI,2777.307
MMR_NGDP_FY,143368.243
MMR_NGDPPC,2668704.94
MMR_LUR,4.0
MMR_LP,53.722
MMR_GGX_NGDP,32.64
MMR_GGXWDN_NGDP,
MMR_GGX,46794.869
MMR_BCA,-6.243
NAM_PPPPC,15786.613
NAM_PPPGDP,36.341
NAM_PCPIE,155.101
NAM_PCPI,152.456
NAM_NGDP_FY,286.27
NAM_NGDPPC,120847.7
NAM_LUR,
NAM_LP,2.302
NAM_GGX_NGDP,37.188
NAM_GGXWDN_NGDP,32.801
NAM_GGX,106.458
NAM_BCA,-1.997
NRU_PPPPC,0
NRU_PPPGDP,0
NRU_PCPIE,0
NRU_PCPI,0
NRU_NGDP_FY,0
NRU_NGDPPC,0
NRU_LUR,0
NRU_LP,0
NRU_GGX_NGDP,0
NRU_GGXWDN_NGDP,0
NRU_GGX,0
NRU_BCA,0
NPL_PPPPC,3237.907
NPL_PPPGDP,97.467
NPL_PCPIE,292.234
NPL_PCPI,283.984
NPL_NGDP_FY,3595.257
NPL_NGDPPC,119436.698
NPL_LUR,
NPL_LP,30.102
NPL_GGX_NGDP,22.325
NPL_GGXWDN_NGDP,
NPL_GGX,802.636
NPL_BCA,-0.591
NLD_PPPPC,57309.531
NLD_PPPGDP,981.161
NLD_PCPIE,123.812
NLD_PCPI,124.121
NLD_NGDP_FY,763.707
NLD_NGDPPC,44608.053
NLD_LUR,5.637
NLD_LP,17.12
NLD_GGX_NGDP,43.271
NLD_GGXWDN_NGDP,32.106
NLD_GGX,330.462
NLD_BCA,83.323
NCL_PPPPC,0
NCL_PPPGDP,0
NCL_PCPIE,0
NCL_PCPI,0
NCL_NGDP_FY,0
NCL_NGDPPC,0
NCL_LUR,0
NCL_LP,0
NCL_GGX_NGDP,0
NCL_GGXWDN_NGDP,0
NCL_GGX,0
NCL_BCA,0
NZL_PPPPC,43282.376
NZL_PPPGDP,205.53
NZL_PCPIE,154.152
NZL_PCPI,155.831
NZL_NGDP_FY,315.105
NZL_NGDPPC,66357.679
NZL_LUR,5.079
NZL_LP,4.749
NZL_GGX_NGDP,32.058
NZL_GGXWDN_NGDP,18.617
NZL_GGX,101.017
NZL_BCA,-11.023
NIC_PPPPC,6233.264
NIC_PPPGDP,41.767
NIC_PCPIE,279.205
NIC_PCPI,270.629
NIC_NGDP_FY,573.578
NIC_NGDPPC,85599.866
NIC_LUR,3.027
NIC_LP,6.701
NIC_GGX_NGDP,25.362
NIC_GGXWDN_NGDP,
NIC_GGX,145.471
NIC_BCA,-1.108
NER_PPPPC,1437.95
NER_PPPGDP,29.56
NER_PCPIE,150.439
NER_PCPI,149.308
NER_NGDP_FY,6518.835
NER_NGDPPC,317113.091
NER_LUR,
NER_LP,20.557
NER_GGX_NGDP,31.112
NER_GGXWDN_NGDP,3.453
NER_GGX,2028.11
NER_BCA,-1.223
NGA_PPPPC,7786.494
NGA_PPPGDP,1593.774
NGA_PCPIE,267.999
NGA_PCPI,259.233
NGA_NGDP_FY,186330.118
NGA_NGDPPC,910329.059
NGA_LUR,23.9
NGA_LP,204.684
NGA_GGX_NGDP,10.737
NGA_GGXWDN_NGDP,10.042
NGA_GGX,20006.005
NGA_BCA,3.883
NIU_PPPPC,0
NIU_PPPGDP,0
NIU_PCPIE,0
NIU_PCPI,0
NIU_NGDP_FY,0
NIU_NGDPPC,0
NIU_LUR,0
NIU_LP,0
NIU_GGX_NGDP,0
NIU_GGXWDN_NGDP,0
NIU_GGX,0
NIU_BCA,0
NFK_PPPPC,0
NFK_PPPGDP,0
NFK_PCPIE,0
NFK_PCPI,0
NFK_NGDP_FY,0
NFK_NGDPPC,0
NFK_LUR,0
NFK_LP,0
NFK_GGX_NGDP,0
NFK_GGXWDN_NGDP,0
NFK_GGX,0
NFK_BCA,0
MNP_PPPPC,0
MNP_PPPGDP,0
MNP_PCPIE,0
MNP_PCPI,0
MNP_NGDP_FY,0
MNP_NGDPPC,0
MNP_LUR,0
MNP_LP,0
MNP_GGX_NGDP,0
MNP_GGXWDN_NGDP,0
MNP_GGX,0
MNP_BCA,0
NOR_PPPPC,77071.507
NOR_PPPGDP,424.377
NOR_PCPIE,121.923
NOR_PCPI,122.38
NOR_NGDP_FY,3955.534
NOR_NGDPPC,718368.445
NOR_LUR,3.6
NOR_LP,5.506
NOR_GGX_NGDP,46.197
NOR_GGXWDN_NGDP,-245.023
NOR_GGX,1827.343
NOR_BCA,24.194
OMN_PPPPC,42183.966
OMN_PPPGDP,207.882
OMN_PCPIE,171.291
OMN_PCPI,177.272
OMN_NGDP_FY,31.316
OMN_NGDPPC,6354.705
OMN_LUR,
OMN_LP,4.928
OMN_GGX_NGDP,50.677
OMN_GGXWDN_NGDP,
OMN_GGX,15.87
OMN_BCA,-7.536
PAK_PPPPC,6217.092
PAK_PPPGDP,1298.277
PAK_PCPIE,258.485
PAK_PCPI,252.183
PAK_NGDP_FY,44780.088
PAK_NGDPPC,214439.615
PAK_LUR,5.022
PAK_LP,208.824
PAK_GGX_NGDP,18.615
PAK_GGXWDN_NGDP,55.567
